bias,gain,jointP
0,0,2.72274796863476e-17
0.15,0,4.85538211465073e-16
0.3,0,1.30242516316932e-15
0.45,0,1.5718853171725e-15
0.6,0,1.24799176612859e-15
0.75,0,7.68348188854951e-16
0.9,0,3.99065590086827e-16
1.05,0,1.83550554775165e-16
1.2,0,7.70745928112984e-17
1.35,0,3.0153013504073e-17
1.5,0,1.11477429429617e-17
1.65,0,3.93519641724524e-18
1.8,0,1.33669172385807e-18
1.95,0,4.39506649604858e-19
2.1,0,1.40539189789956e-19
2.25,0,4.38680785725317e-20
2.4,0,1.34071118254647e-20
2.55,0,4.02198512096546e-21
2.7,0,1.18676921570568e-21
2.85,0,3.45041804145413e-22
0,2,8.57224166218966e-12
0.15,2,1.52865815450151e-10
0.3,2,4.10052761923551e-10
0.45,2,4.94889022387436e-10
0.6,2,3.92915067237802e-10
0.75,2,2.41905105850578e-10
0.9,2,1.2564095967369e-10
1.05,2,5.77886653809772e-11
1.2,2,2.4266000496719e-11
1.35,2,9.49331049284702e-12
1.5,2,3.5097316239282e-12
1.65,2,1.23894885113894e-12
1.8,2,4.20841172842955e-13
1.95,2,1.38373336641999e-13
2.1,2,4.4247058918638e-14
2.25,2,1.38113323418702e-14
2.4,2,4.2210665064792e-15
2.55,2,1.26627322160614e-15
2.7,2,3.73639889974006e-16
2.85,2,1.0863222607326e-16
0,4,6.47774556517566e-09
0.15,4,1.15515392253447e-07
0.3,4,3.09862643251685e-07
0.45,4,3.73970461444674e-07
0.6,4,2.9691228205998e-07
0.75,4,1.82799294323285e-07
0.9,4,9.49425134525157e-08
1.05,4,4.36688891471855e-08
1.2,4,1.83369745390519e-08
1.35,4,7.17376531918341e-09
1.5,4,2.65218239963271e-09
1.65,4,9.36230654969044e-10
1.8,4,3.18015071022908e-10
1.95,4,1.04563928910785e-10
2.1,4,3.34359670407449e-11
2.25,4,1.04367445940463e-11
2.4,4,3.18971348687722e-12
2.55,4,9.56878733568579e-13
2.7,4,2.82346699455227e-13
2.85,4,8.20896036780034e-14
0,6,4.12387135284639e-07
0.15,6,7.35395689956966e-06
0.3,6,1.97265185081136e-05
0.45,6,2.38077593083206e-05
0.6,6,1.89020708204088e-05
0.75,6,1.16373939914061e-05
0.9,6,6.04424344017045e-06
1.05,6,2.78005486866972e-06
1.2,6,1.16737101262512e-06
1.35,6,4.56697241257285e-07
1.5,6,1.68843603230843e-07
1.65,6,5.96024456168765e-08
1.8,6,2.02455194939293e-08
1.95,6,6.65676332356159e-09
2.1,6,2.12860516435404e-09
2.25,6,6.64425479749372e-10
2.4,6,2.03063981750633e-10
2.55,6,6.0916946456269e-11
2.7,6,1.79747946834118e-11
2.85,6,5.22599971808327e-12
0,8,6.66099320079219e-06
