bias,gain,jointP
0,0,6.1769835784058e-39
0.15,0,1.31713895741064e-38
0.3,0,1.35225303543163e-38
0.45,0,1.11813999269906e-38
0.6,0,8.32561213235427e-39
0.75,0,5.82646800015832e-39
0.9,0,3.91362474281846e-39
1.05,0,2.55322761796036e-39
1.2,0,1.62979820982223e-39
1.35,0,1.02290047296039e-39
1.5,0,6.33385057129626e-40
1.65,0,3.87891579527012e-40
1.8,0,2.35377098692665e-40
1.95,0,1.41724905667711e-40
2.1,0,8.47696167001044e-41
2.25,0,5.04118975238947e-41
2.4,0,2.9828989703671e-41
2.55,0,1.75717492501175e-41
2.7,0,1.0310446618928e-41
2.85,0,6.02846835054625e-42
0,2,4.25489979017444e-17
0.15,2,9.07286574811248e-17
0.3,2,9.31474251742426e-17
0.45,2,7.70209854038295e-17
0.6,2,5.73494244648301e-17
0.75,2,4.01345367955956e-17
0.9,2,2.69582732181028e-17
1.05,2,1.7587431661476e-17
1.2,2,1.12265606229586e-17
1.35,2,7.04605889350898e-18
1.5,2,4.3629546889228e-18
1.65,2,2.67191871143985e-18
1.8,2,1.62135119047502e-18
1.95,2,9.762455472541e-19
2.1,2,5.83919674922513e-19
2.25,2,3.47252942271985e-19
2.4,2,2.05471425365229e-19
2.55,2,1.21039713394574e-19
2.7,2,7.10215861813956e-20
2.85,2,4.15259784880835e-20
0,4,7.78417676321763e-08
0.15,4,1.6598461588999e-07
0.3,4,1.70409659063948e-07
0.45,4,1.40906953025099e-07
0.6,4,1.04918583120082e-07
0.75,4,7.34246031947017e-08
0.9,4,4.93191318971638e-08
1.05,4,3.21755349397609e-08
1.2,4,2.05385641593467e-08
1.35,4,1.28904958085668e-08
1.5,4,7.98185907619034e-09
1.65,4,4.88817329959815e-09
1.8,4,2.96620011852111e-09
1.95,4,1.78600396692738e-09
2.1,4,1.06825875796503e-09
2.25,4,6.35286003781941e-10
2.4,4,3.7590213018099e-10
2.55,4,2.21437535757789e-10
2.7,4,1.29931281135393e-10
2.85,4,7.59701926619435e-11
0,6,0.00118016509788228
0.15,6,0.00251650568091405
0.3,6,0.00258359410489749
0.45,6,0.00213630128230055
0.6,6,0.00159067880501726
0.75,6,0.00111319612403591
0.9,6,0.00074773119744555
1.05,6,0.000487815789603185
1.2,6,0.000311386769838172
1.35,6,0.000195433810284905
1.5,6,0.000121013586721802
1.65,6,7.41099758659799e-05
1.8,6,4.49707908709656e-05
1.95,6,2.70777451561331e-05
2.1,6,1.61959541773853e-05
2.25,6,9.63162055079859e-06
2.4,6,5.69908145400119e-06
2.55,6,3.35723171520555e-06
2.7,6,1.96989826648973e-06
2.85,6,1.15179000408462e-06
0,8,0.0412510563504294
0.15,8,0.0879610131123499
0.3,8,0.0903059971854838
0.45,8,0.0746714885364835
0.6,8,0.0556000013379025
0.75,8,0.0389102474934109
0.9,8,0.0261359209962648
1.05,8,0.0170509335190977
1.2,8,0.0108840985150485
1.35,8,0.00683112145521685
1.5,8,0.00422986435879718
1.65,8,0.00259041281263297
1.8,8,0.00157189246798639
1.95,8,0.000946465535442931
2.1,8,0.000566107419732334
2.25,8,0.000336660118825661
2.4,8,0.000199203595011026
2.55,8,0.000117347441399429
2.7,8,6.88550987835489e-05
2.85,8,4.02592437681928e-05
0,10,0.0440854287932753
0.15,10,0.0940048406810919
0.3,10,0.0965109493125726
0.45,10,0.0798021888893702
0.6,10,0.0594202940905439
0.75,10,0.0415837822582604
0.9,10,0.0279317279596285
1.05,10,0.0182225082705604
1.2,10,0.0116319481854716
1.35,10,0.00730048985737169
1.5,10,0.0045204996063822
1.65,10,0.00276840085321427
1.8,10,0.00167989767048423
1.95,10,0.00101149746599457
2.1,10,0.000605004830177999
2.25,10,0.000359792136471428
2.4,10,0.000212890933716213
2.55,10,0.000125410419261512
2.7,10,7.35861532536121e-05
2.85,10,4.30254684713136e-05
0,12,0.00308642383347652
0.15,12,0.00658128521559355
0.3,12,0.0067567380493576
0.45,12,0.00558695660887658
0.6,12,0.00416001878383031
0.75,12,0.00291128339138601
0.9,12,0.00195550215217438
1.05,12,0.00127575902903682
1.2,12,0.000814353474426903
1.35,12,0.000511107785692733
1.5,12,0.000316480481335082
1.65,12,0.000193815929840306
1.8,12,0.000117609748842345
1.95,12,7.08150055925725e-05
2.1,12,4.2356428832436e-05
2.25,12,2.51890716615246e-05
2.4,12,1.49045085811442e-05
2.55,12,8.77999188326041e-06
2.7,12,5.15177153614185e-06
2.85,12,3.01221594007975e-06
0,14,2.06364989628298e-05
0.15,14,4.40038999351242e-05
0.3,14,4.5177015624138e-05
0.45,14,3.73556032758433e-05
0.6,14,2.78147875825492e-05
0.75,14,1.94654719922794e-05
0.9,14,1.30749113901517e-05
1.05,14,8.53000148391294e-06
1.2,14,5.44494390177714e-06
1.35,14,3.41737747581534e-06
1.5,14,2.11605711891836e-06
1.65,14,1.29589533094817e-06
1.8,14,7.86364281431145e-07
1.95,14,4.73484481817855e-07
2.1,14,2.83204267083816e-07
2.25,14,1.68419594736016e-07
2.4,14,9.96547760356739e-08
2.55,14,5.87049294485484e-08
2.7,14,3.44458615207671e-08
2.85,14,2.0140328897492e-08
0,16,2.09970863947338e-08
0.15,16,4.47727926285965e-08
0.3,16,4.59664065026168e-08
0.45,16,3.80083283856948e-08
0.6,16,2.83008032987524e-08
0.75,16,1.98055977359503e-08
0.9,16,1.33033730458347e-08
1.05,16,8.67904863259652e-09
1.2,16,5.5400849594701e-09
1.35,16,3.47709028708582e-09
1.5,16,2.1530315884564e-09
1.65,16,1.31853887965498e-09
1.8,16,8.0010464879157e-10
1.95,16,4.81757811206363e-10
2.1,16,2.88152776012387e-10
2.25,16,1.71362438348083e-10
2.4,16,1.01396072358873e-10
2.55,16,5.97306974234402e-11
2.7,16,3.50477438830741e-11
2.85,16,2.04922466083367e-11
0,18,4.81305130207183e-12
0.15,18,1.02630309656918e-11
0.3,18,1.05366367747323e-11
0.45,18,8.71244852677385e-12
0.6,18,6.48724378258986e-12
0.75,18,4.53993264490423e-12
0.9,18,3.04946199470136e-12
1.05,18,1.98945251434219e-12
1.2,18,1.2699244374426e-12
1.35,18,7.97035056153175e-13
1.5,18,4.93528068390521e-13
1.65,18,3.02241708790007e-13
1.8,18,1.83403766087557e-13
1.95,18,1.1043080058439e-13
2.1,18,6.60517401180896e-14
2.25,18,3.9280507376695e-14
2.4,18,2.32424865487167e-14
2.55,18,1.36917525414217e-14
2.7,18,8.03380936573264e-15
2.85,18,4.69732954212967e-15
0,20,3.38308217018478e-16
0.15,20,7.21385975194991e-16
0.3,20,7.40617661626954e-16
0.45,20,6.12395908950596e-16
0.6,20,4.55986803321099e-16
0.75,20,3.19110772374354e-16
0.9,20,2.14345949283554e-16
1.05,20,1.39838138164103e-16
1.2,20,8.92626829043905e-17
1.35,20,5.60234021674218e-17
1.5,20,3.46899690834168e-17
1.65,20,2.12444969297024e-17
1.8,20,1.28914065538522e-17
1.95,20,7.76215438084906e-18
2.1,20,4.64276090734785e-18
2.25,20,2.76101740458709e-18
2.4,20,1.63370878261521e-18
2.55,20,9.62389989101649e-19
2.7,20,5.64694525740337e-19
2.85,20,3.30174162378458e-19
0,22,0
0.15,22,0
0.3,22,0
0.45,22,0
0.6,22,0
0.75,22,0
0.9,22,0
1.05,22,0
1.2,22,0
1.35,22,0
1.5,22,0
1.65,22,0
1.8,22,0
1.95,22,0
2.1,22,0
2.25,22,0
2.4,22,0
2.55,22,0
2.7,22,0
2.85,22,0
0,24,0
0.15,24,0
0.3,24,0
0.45,24,0
0.6,24,0
0.75,24,0
0.9,24,0
1.05,24,0
1.2,24,0
1.35,24,0
1.5,24,0
1.65,24,0
1.8,24,0
1.95,24,0
2.1,24,0
2.25,24,0
2.4,24,0
2.55,24,0
2.7,24,0
2.85,24,0
0,26,0
0.15,26,0
0.3,26,0
0.45,26,0
0.6,26,0
0.75,26,0
0.9,26,0
1.05,26,0
1.2,26,0
1.35,26,0
1.5,26,0
1.65,26,0
1.8,26,0
1.95,26,0
2.1,26,0
2.25,26,0
2.4,26,0
2.55,26,0
2.7,26,0
2.85,26,0
0,28,0
0.15,28,0
0.3,28,0
0.45,28,0
0.6,28,0
0.75,28,0
0.9,28,0
1.05,28,0
1.2,28,0
1.35,28,0
1.5,28,0
1.65,28,0
1.8,28,0
1.95,28,0
2.1,28,0
2.25,28,0
2.4,28,0
2.55,28,0
2.7,28,0
2.85,28,0
0,30,0
0.15,30,0
0.3,30,0
0.45,30,0
0.6,30,0
0.75,30,0
0.9,30,0
1.05,30,0
1.2,30,0
1.35,30,0
1.5,30,0
1.65,30,0
1.8,30,0
1.95,30,0
2.1,30,0
2.25,30,0
2.4,30,0
2.55,30,0
2.7,30,0
2.85,30,0
0,32,0
0.15,32,0
0.3,32,0
0.45,32,0
0.6,32,0
0.75,32,0
0.9,32,0
1.05,32,0
1.2,32,0
1.35,32,0
1.5,32,0
1.65,32,0
1.8,32,0
1.95,32,0
2.1,32,0
2.25,32,0
2.4,32,0
2.55,32,0
2.7,32,0
2.85,32,0
0,34,0
0.15,34,0
0.3,34,0
0.45,34,0
0.6,34,0
0.75,34,0
0.9,34,0
1.05,34,0
1.2,34,0
1.35,34,0
1.5,34,0
1.65,34,0
1.8,34,0
1.95,34,0
2.1,34,0
2.25,34,0
2.4,34,0
2.55,34,0
2.7,34,0
2.85,34,0
0,36,0
0.15,36,0
0.3,36,0
0.45,36,0
0.6,36,0
0.75,36,0
0.9,36,0
1.05,36,0
1.2,36,0
1.35,36,0
1.5,36,0
1.65,36,0
1.8,36,0
1.95,36,0
2.1,36,0
2.25,36,0
2.4,36,0
2.55,36,0
2.7,36,0
2.85,36,0
0,38,0
0.15,38,0
0.3,38,0
0.45,38,0
0.6,38,0
0.75,38,0
0.9,38,0
1.05,38,0
1.2,38,0
1.35,38,0
1.5,38,0
1.65,38,0
1.8,38,0
1.95,38,0
2.1,38,0
2.25,38,0
2.4,38,0
2.55,38,0
2.7,38,0
2.85,38,0
