bias,gain,jointP
0,0,1.92147350603131e-07
0.15,0,8.0962407141106e-07
0.3,0,1.23745852826816e-06
0.45,0,1.33759440952007e-06
0.6,0,1.2179460492512e-06
0.75,0,1.00119232873377e-06
0.9,0,7.68985967349204e-07
1.05,0,5.62750465201354e-07
1.2,0,3.97185622173305e-07
1.35,0,2.72561250266051e-07
1.5,0,1.8288635196696e-07
1.65,0,1.20483202974548e-07
1.8,0,7.81688909296381e-08
1.95,0,5.00643713135591e-08
2.1,0,3.17114155940997e-08
2.25,0,1.98947158013465e-08
2.4,0,1.23770550178776e-08
2.55,0,7.64335744378797e-09
2.7,0,4.68917291966466e-09
2.85,0,2.85992635488622e-09
0,2,6.54841647214551e-05
0.15,2,0.000275921348321068
0.3,2,0.00042172810526257
0.45,2,0.000455854594760582
0.6,2,0.000415078217111318
0.75,2,0.000341208157004852
0.9,2,0.000262071808933712
1.05,2,0.000191786376677318
1.2,2,0.000135361578630928
1.35,2,9.2889367212628e-05
1.5,2,6.23279996311083e-05
1.65,2,4.10608935537685e-05
1.8,2,2.66400994531665e-05
1.95,2,1.70620283208826e-05
2.1,2,1.08073078072444e-05
2.25,2,6.78015513892118e-06
2.4,2,4.21812274284878e-06
2.55,2,2.60487004532143e-06
2.7,2,1.59807861474465e-06
2.85,2,9.74668075967466e-07
0,4,0.000920033411621567
0.15,4,0.00387661445350744
0.3,4,0.00592515685451351
0.45,4,0.00640462407675077
0.6,4,0.00583172786586072
0.75,4,0.00479387507037145
0.9,4,0.00368203246523384
1.05,4,0.00269454264534828
1.2,4,0.00190179069275798
1.35,4,0.00130506851211316
1.5,4,0.000875690212802979
1.65,4,0.000576893576350778
1.8,4,0.00037428562599966
1.95,4,0.00023971652065835
2.1,4,0.000151839522037695
2.25,4,9.52592018287035e-05
2.4,4,5.92633940472358e-05
2.55,4,3.65976642570306e-05
2.7,4,2.24525383536162e-05
2.85,4,1.36938021420188e-05
0,6,0.0032723670444865
0.15,6,0.0137883094478918
0.3,6,0.0210745477057725
0.45,6,0.0227799126600684
0.6,6,0.0207422402704064
0.75,6,0.0170508142394741
0.9,6,0.0130962218803817
1.05,6,0.00958392645443194
1.2,6,0.00676427302517596
1.35,6,0.00464185662812948
1.5,6,0.00311464753057743
1.65,6,0.00205189018526943
1.8,6,0.00133125594383313
1.95,6,0.000852621689943595
2.1,6,0.00054006152569067
2.25,6,0.000338817122085733
2.4,6,0.000210787537903418
2.55,6,0.000130170262196031
2.7,6,7.98589982117563e-05
2.85,6,4.87059994530863e-05
0,8,0.00538511577861128
0.15,8,0.0226904994943404
0.3,8,0.0346809749134544
0.45,8,0.0374873800626392
0.6,8,0.0341341187725594
0.75,8,0.0280593856223638
0.9,8,0.0215515772312468
1.05,8,0.0157716273477843
1.2,8,0.0111315121144748
1.35,8,0.00763879327421655
1.5,8,0.00512556731372325
1.65,8,0.0033766585662477
1.8,8,0.00219075894942305
1.95,8,0.00140310254115212
2.1,8,0.000888743164773581
2.25,8,0.000557568697338429
2.4,8,0.000346878965857707
2.55,8,0.000214212502243254
2.7,8,0.000131418617009603
2.85,8,8.0152208661851e-05
0,10,0.00545367200641186
0.15,10,0.0229793651596658
0.3,10,0.0351224875780394
0.45,10,0.037964620195048
0.6,10,0.0345686695823374
0.75,10,0.0284166009008749
0.9,10,0.0218259436328005
1.05,10,0.0159724110118116
1.2,10,0.0112732239200624
1.35,10,0.0077360403666391
1.5,10,0.00519081931104566
1.65,10,0.00341964575229705
1.8,10,0.00221864881767608
1.95,10,0.00142096500156956
2.1,10,0.000900057476547977
2.25,10,0.000564666930357118
2.4,10,0.00035129497368005
2.55,10,0.000216939574734406
2.7,10,0.000133091666395232
2.85,10,8.11726014076424e-05
0,12,0.00396745821568118
0.15,12,0.0167171166485014
0.3,12,0.0255510418911924
0.45,12,0.0276186474215853
0.6,12,0.0251481482528407
0.75,12,0.0206726177469711
0.9,12,0.0158780211349602
1.05,12,0.0116196707866818
