bias,gain,jointP
0,0,2.30435884569473e-10
0.15,0,3.13657405954928e-08
0.3,0,3.02871297857742e-07
0.45,0,9.3472031814822e-07
0.6,0,1.53927101743395e-06
0.75,0,1.71411081456447e-06
0.9,0,1.46424079734357e-06
1.05,0,1.03342283005507e-06
1.2,0,6.31694643876789e-07
1.35,0,3.45199095379892e-07
1.5,0,1.72446746198486e-07
1.65,0,8.00447370077516e-08
1.8,0,3.49474554917775e-08
1.95,0,1.44875473147052e-08
2.1,0,5.74497028759847e-09
2.25,0,2.19214369318329e-09
2.4,0,8.0878092621074e-10
2.55,0,2.89665395809724e-10
2.7,0,1.01042033945212e-10
2.85,0,3.44236044487417e-11
0,2,7.85329663693821e-08
0.15,2,1.06895011423187e-05
0.3,2,0.000103219086269275
0.45,2,0.000318554375535124
0.6,2,0.000524586347614016
0.75,2,0.000584172066798916
0.9,2,0.000499015912861399
1.05,2,0.000352192370167063
1.2,2,0.000215282677504763
1.35,2,0.000117644476244919
1.5,2,5.87701630977191e-05
1.65,2,2.72793911903968e-05
1.8,2,1.19101560590655e-05
1.95,2,4.93738233594238e-06
2.1,2,1.95789626790114e-06
2.25,2,7.47086536696563e-07
2.4,2,2.75634002911368e-07
2.55,2,9.87184909589916e-08
2.7,2,3.44353079753122e-08
2.85,2,1.17316266758397e-08
0,4,1.10336526824342e-06
0.15,4,0.000150184372761464
0.3,4,0.00145019805152478
0.45,4,0.00447559604917024
0.6,4,0.00737028515425639
0.75,4,0.00820744712675455
0.9,4,0.00701102800526218
1.05,4,0.00494820006104048
1.2,4,0.00302465881774985
1.35,4,0.00165287057257955
1.5,4,0.000825703647383241
1.65,4,0.000383267488416739
1.8,4,0.000167334218258375
1.95,4,6.93687815113693e-05
2.1,4,2.75078714162485e-05
2.25,4,1.04963479042175e-05
2.4,4,3.87257733432413e-06
2.55,4,1.38696600030658e-06
2.7,4,4.83806031756342e-07
2.85,4,1.64825932503756e-07
0,6,3.924440239042e-06
0.15,6,0.000534174504766398
0.3,6,0.00515805214445865
0.45,6,0.0159187621131339
0.6,6,0.0262145678000411
0.75,6,0.0291921784118905
0.9,6,0.0249367650159088
1.05,6,0.0175997160589373
1.2,6,0.0107580808598844
1.35,6,0.00587891605042668
1.5,6,0.00293685573814859
1.65,6,0.00136320255598927
1.8,6,0.000595172929946648
1.95,6,0.00024673029442909
2.1,6,9.78397640231892e-05
2.25,6,3.73333213069816e-05
2.4,6,1.37739502565807e-05
2.55,6,4.93314892034962e-06
2.7,6,1.72079719523757e-06
2.85,6,5.86251480423304e-07
0,8,6.45818906197863e-06
0.15,8,0.00087905528782172
0.3,8,0.00848826174216122
0.45,8,0.0261964430841676
0.6,8,0.0431395625155578
0.75,8,0.0480396173292275
0.9,8,0.0410367678592009
1.05,8,0.0289626766678717
1.2,8,0.017703854793352
1.35,8,0.00967453930255909
1.5,8,0.00483298724134742
1.65,8,0.00224333135430808
1.8,8,0.000979436320096828
1.95,8,0.00040602755850085
2.1,8,0.000161008361792605
2.25,8,6.14369521832593e-05
2.4,8,2.26668695327112e-05
2.55,8,8.11815353475502e-06
2.7,8,2.83180095688746e-06
2.85,8,9.64754886766424e-07
0,10,6.54040625074748e-06
0.15,10,0.000890246266259096
0.3,10,0.00859632315245399
0.45,10,0.0265299418228161
0.6,10,0.0436887588182224
0.75,10,0.0486511946999789
0.9,10,0.0415591941395659
1.05,10,0.0293313914626851
1.2,10,0.0179292370417675
1.35,10,0.00979770284212981
1.5,10,0.00489451449310886
1.65,10,0.00227189050543515
1.8,10,0.000991905218118188
1.95,10,0.00041119656859056
2.1,10,0.000163058108981457
2.25,10,6.22190868415294e-05
2.4,10,2.29554343723722e-05
2.55,10,8.22150321300321e-06
2.7,10,2.8678517308109e-06
2.85,10,9.77036880043445e-07
0,12,4.7580398093088e-06
0.15,12,0.000647639766178928
0.3,12,0.00625368611749224
0.45,12,0.0193001037691167
0.6,12,0.0317828657283538
0.75,12,0.0353929576051148
0.9,12,0.0302336418530957
1.05,12,0.0213381130913582
1.2,12,0.0130432300876592
1.35,12,0.00712767041914312
1.5,12,0.00356068016459823
1.65,12,0.00165276361327184
1.8,12,0.000721595010146058
1.95,12,0.000299138855874811
2.1,12,0.000118622138139465
2.25,12,4.52633797873037e-05
2.4,12,1.6699707387632e-05
2.55,12,5.98101067121921e-06
2.7,12,2.08631576988569e-06
2.85,12,7.10778534571654e-07
0,14,2.72602608355629e-06
0.15,14,0.000371052569147909
0.3,14,0.00358292745708117
0.45,14,0.0110576179264036
0.6,14,0.0182093728632014
0.75,14,0.0202777045742626
0.9,14,0.0173217752678725
1.05,14,0.012225255607806
1.2,14,0.00747286421673517
1.35,14,0.00408365971204419
1.5,14,0.00204002223455679
1.65,14,0.000946918668254332
1.8,14,0.000413423783376873
1.95,14,0.000171385771536532
2.1,14,6.79622398330403e-05
2.25,14,2.59327704002605e-05
2.4,14,9.56777155108666e-06
